address,amenities,lat,link,lon,name,price,prize_range,size,tenure
"Jalan Bukit Mutiara 4, Taman Bukit Mutiara, 43000, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",0,https://www.iproperty.com.my/property/pangsapuri-saujana-permai-kajang-5567985,0,"Pangsapuri Saujana Permai, Mutiara Height, Ka..","RM 305,000",High,"1,001 sq. ft.",Freehold
"Jalan Bandar Puchong Jaya, Bandar Puchong Jaya, 47, 47100, S...","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.06125,https://www.iproperty.com.my/property/sri-tanjung-puchong-5431841,101.625809,"Sri Tanjung, Puchong","RM 350,000",High,"1,010 sq. ft.",Freehold
"Jalan PJU 1A/3, Ara Damansara, 47301, Selangor","Studio Bedroom(s),1 Bathroom(s),1 Parking Bay(s)",3.122416,https://www.iproperty.com.my/property/maisson-ara-damansara-5396924,101.589154,"Maisson, Ara Damansara","RM 360,000",High,500 sq. ft.,Freehold
"Jalan 14/3 Section 8, 43300, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.034883,https://www.iproperty.com.my/property/megaria-tulip-seri-kembangan-5414854,101.699324,"Megaria Tulip, Taman Bukit Serdang, Seri Kemb..","RM 318,000",High,830 sq. ft.,Freehold
"Persiaran Kewajipan, USJ 19, 47630, Selangor","3 Bedroom(s),2 Bathroom(s)",,https://www.iproperty.com.my/property/rhythm-avenue-usj-19-usj-1712831,,"Rhythm Avenue Usj 19, Subang Jaya, Usj","RM 365,000",High,910 sq. ft.,Freehold
"Jalan Wawasan 2/3, Pusat Bandar Puchong,, 47100, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.030208,https://www.iproperty.com.my/property/akasia-apartments-puchong-4023120,101.619816,"Akasia Apartments, Pusat Bandar Puchong, Puch..","RM 345,000",High,818 sq. ft.,Freehold
"Jalan Setia Permai U13 40170 Shah Alam, 40170, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.131582,https://www.iproperty.com.my/property/seri-pinang-shah-alam-4959864,101.466948,"Seri Pinang, Setia Alam, Shah Alam","RM 300,000",High,850 sq. ft.,Freehold
"Jalan Pipit, Bandar Puchong Jaya, 47100, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.068085,https://www.iproperty.com.my/property/villamas-apartment-puchong-4495065,101.623985,"Villamas Apartment, Puchong","RM 350,000",High,"1,058 sq. ft.",Freehold
"Persiaran Kewajipan, USJ 19, 47630, Selangor","3 Bedroom(s),2 Bathroom(s)",3.043901,https://www.iproperty.com.my/property/rhythm-avenue-usj-19-usj-668631,101.58065,"Rhythm Avenue Usj 19, Subang Jaya, Usj","RM 330,000",High,821 sq. ft.,Freehold
"Jalan Pahlawan 1, Bandar Mahkota Cheras, Selangor","3+1 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.06606,https://www.iproperty.com.my/property/suria-residence-cheras-5523208,101.786338,"Suria Residence, Cheras South, Cheras","RM 328,000",High,"1,057 sq. ft.",Freehold
"Jalan Wawasan 2/3, Pusat Bandar Puchong, 47100 Puc, 47100, S...","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.029751,https://www.iproperty.com.my/property/kenanga-apartments-puchong-5093046,101.620911,"Kenanga Apartments, Puchong","RM 365,000",High,883 sq. ft.,Freehold
"Jalan Cheras, 43200, Selangor","Studio Bedroom(s),1 Bathroom(s)",3.072283,https://www.iproperty.com.my/property/you-city-%40-cheras--residences--retail-cheras-5245012,101.763675,"You City @ Cheras - Residences & Retail, Batu..","RM 340,000",High,533 sq. ft.,Freehold
"Jalan Wawasan 4/12, Taman Wawasan,, 47100, Selangor","3 Bedroom(s),2 Bathroom(s)",3.031616,https://www.iproperty.com.my/property/pangsapuri-saraka-puchong-5556060,101.627344,"Pangsapuri Saraka, Puchong","RM 377,000",High,900 sq. ft.,Freehold
"Batu 9, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.068518,https://www.iproperty.com.my/property/sering-akasia-cheras-5025066,101.770423,"Sering Akasia, Taman Sungai Sering,Batu 9, Ch..","RM 375,000",High,972 sq. ft.,Freehold
"Jalan PJU 1A/3, Ara Damansara, 47301, Selangor","1 Bedroom(s),1 Bathroom(s),1 Parking Bay(s)",3.122806,https://www.iproperty.com.my/property/maisson-ara-damansara-5515057,101.583772,"Maisson, Ara Damansara","RM 345,000",High,500 sq. ft.,Freehold
"Gombak, Batu Caves, Selangor, 68100, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.253582,https://www.iproperty.com.my/property/amara-boulevard-and-service-residences-batu-caves-5542084,101.669762,"Amara Boulevard And Service Residences, Batu ..","RM 325,000",High,829 sq. ft.,Freehold
"Persiaran Kewajipan, USJ 19, 47630, Selangor","2 Bedroom(s),1 Bathroom(s)",,https://www.iproperty.com.my/property/rhythm-avenue-usj-19-usj-5558675,,"Rhythm Avenue Usj 19, Subang Jaya, Usj","RM 320,000",High,640 sq. ft.,Freehold
"Jalan Setia Permai U13 40170 Shah Alam, 40170, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.127685,https://www.iproperty.com.my/property/seri-pinang-shah-alam-5546576,101.473513,"Seri Pinang, Setia Alam, Shah Alam","RM 312,000",High,850 sq. ft.,Freehold
"Jalan Cheras Perdana, 43200, Selangor","1 Bedroom(s),1 Bathroom(s),1 Parking Bay(s)",3.041601,https://www.iproperty.com.my/property/livia-c180-cheras-2691256,101.764908,"Livia C180, Cheras","RM 340,000",High,551 sq. ft.,Freehold
"Gombak, Batu Caves, Selangor, 68100, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.253582,https://www.iproperty.com.my/property/amara-boulevard-and-service-residences-batu-caves-5373348,101.669762,"Amara Boulevard And Service Residences, Batu ..","RM 300,000",High,829 sq. ft.,Freehold
"Jalan PJU 1A/3, Ara Damansara, 47301, Selangor","Studio Bedroom(s),1 Bathroom(s),1 Parking Bay(s)",3.122416,https://www.iproperty.com.my/property/maisson-ara-damansara-5535282,101.589154,"Maisson, Ara Damansara","RM 340,000",High,500 sq. ft.,Freehold
"Lot 507, Taman Sutera, Bukit Angkat, Sg. Chua, 43000, Selang...","2 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",,https://www.iproperty.com.my/property/residensi-sutera-7-kajang-5279918,,"Residensi Sutera 7, Kajang","RM 305,000",High,872 sq. ft.,Freehold
"Jalan Cemara, Taman Bukit Serdang, 43300, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.042718,https://www.iproperty.com.my/property/villa-park-seri-kembangan-4206734,101.689544,"Villa Park, Seri Kembangan","RM 368,000",High,956 sq. ft.,Freehold
"Lengkok Cp 1A, Cheras Perdana, Selangor","3 Bedroom(s),3 Bathroom(s),1 Parking Bay(s)",3.047502,https://www.iproperty.com.my/property/cheras-perdana-ria-apartment-cheras-5503518,101.770255,"Cheras Perdana Ria Apartment, Batu 9Th Cheras..","RM 325,000",High,"1,200 sq. ft.",Freehold
"Persiaran Puchong Jaya Selatan, Bandar Bandar Jaya, 47100, S...","3 Bedroom(s),2 Bathroom(s)",3.041269,https://www.iproperty.com.my/property/sutramas-puchong-5451517,101.623848,"Sutramas, Puchong","RM 300,000",High,815 sq. ft.,Freehold
"Jalan Bukit Mutiara 4, Taman Bukit Mutiara, 43000, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.01258,https://www.iproperty.com.my/property/pangsapuri-saujana-permai-kajang-5561269,101.811356,"Pangsapuri Saujana Permai, Mutiara Height, Ka..","RM 300,000",High,"10,069 sq. ft.",Freehold
"Taman Puteri Cheras, 43200, Selangor","2+1 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.078674,https://www.iproperty.com.my/property/townhouse-cheras-5166085,101.774276,"Taragon Puteri Cheras, Cheras","RM 340,000",High,923 sq. ft.,Freehold
"Jalan Wawasan 4/12, Taman Wawasan,, 47100, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.032976,https://www.iproperty.com.my/property/pangsapuri-saraka-puchong-5383622,101.627736,"Pangsapuri Saraka, Puchong","RM 378,000",High,900 sq. ft.,Freehold
"Jalan PBS 14/2,, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.043283,https://www.iproperty.com.my/property/villa-pavilion-seri-kembangan-5244252,101.694152,"Villa Pavilion, Taman Bukit Serdang, Seri Kem..","RM 365,000",High,"1,043 sq. ft.",Freehold
"Persiaran Bestari,, 63000, Selangor","1 Bedroom(s),1 Bathroom(s),1 Parking Bay(s)",2.922936,https://www.iproperty.com.my/property/solstice-%40-pan%27gaea-cyberjaya-5508810,101.637351,"Solstice @ Pan'gaea, Cyberjaya","RM 308,000",High,450 sq. ft.,Freehold
"Persiaran Kewajipan, USJ 19, 47630, Selangor","3 Bedroom(s),2 Bathroom(s)",3.043901,https://www.iproperty.com.my/property/rhythm-avenue-usj-19-usj-3552847,101.58065,"Rhythm Avenue Usj 19, Subang Jaya, Usj","RM 360,000",High,920 sq. ft.,Freehold
"Jalan USJ 6/1, USJ 6, 47650, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.055593,https://www.iproperty.com.my/property/subang-perdana-goodyear-court-1-subang-jaya-5564552,101.591103,"Subang Perdana Goodyear Court 1, Usj, Subang ..","RM 380,000",High,860 sq. ft.,Freehold
"Jalan Setia Permai U13 40170 Shah Alam, 40170, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.131683,https://www.iproperty.com.my/property/seri-pinang-setia-alam-5537589,101.466658,"Seri Pinang, Shah Alam, Setia Alam","RM 318,000",High,850 sq. ft.,Freehold
"Sunsuria City, Salak Tinggi, Sepang, 43900, Selangor","1 Bathroom(s),1 Parking Bay(s)",2.820311,https://www.iproperty.com.my/property/bell-suites-sepang-5248725,101.702862,"Bell Suites, Salak Tinggi, Sepang","RM 320,000",High,450 sq. ft.,Freehold
"Jalan USJ 21/10, Off LDP Highway, 47630, Selangor","2 Bedroom(s),1 Bathroom(s)",,https://www.iproperty.com.my/property/the-main-place-residence-subang-jaya-5333437,,"The Main Place Residence, Subang Jaya","RM 380,000",High,615 sq. ft.,Freehold
"Jalan USJ 21/10, Off LDP Highway, 47630, Selangor","1 Bedroom(s),1 Bathroom(s),1 Parking Bay(s)",,https://www.iproperty.com.my/property/the-main-place-residence-subang-jaya-5333422,,"The Main Place Residence, Subang Jaya","RM 340,000",High,419 sq. ft.,Freehold
"Gombak, Batu Caves, Selangor, 68100, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.253582,https://www.iproperty.com.my/property/amara-boulevard-and-service-residences-batu-caves-5327561,101.669762,"Amara Boulevard And Service Residences, Batu ..","RM 330,000",High,"1,012 sq. ft.",Freehold
"Jalan Cheras Intan 3/2 , Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.063268,https://www.iproperty.com.my/property/cheras-court(hulu-langat)-hulu-langat-5563568,101.775482,"Cheras Court(Hulu Langat), Hulu Langat","RM 335,000",High,"1,052 sq. ft.",Freehold
"Jalan Mawar, Off Persiaran Jubli Perak, Shah Alam, 40300, Se...","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.067067,https://www.iproperty.com.my/property/alam-idaman-shah-alam-5445383,101.55452,"Alam Idaman, Shah Alam","RM 350,000",High,926 sq. ft.,Freehold
"Persiaran Multimedia, 63000, Selangor","1 Bedroom(s),1 Bathroom(s),1 Parking Bay(s)",,https://www.iproperty.com.my/property/d%27pulze-cyberjaya-cyberjaya-5567627,,"D'pulze Cyberjaya, Cyberjaya","RM 348,000",High,558 sq. ft.,Freehold
"Prima Saujana Permai, 43000, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.01258,https://www.iproperty.com.my/property/pangsapuri-saujana-permai-kajang-4921923,101.811356,"Pangsapuri Saujana Permai, Mutiara Height ,Ka..","RM 308,000",High,"1,069 sq. ft.",Freehold
"Gombak, Batu Caves, Selangor, 68100, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.253582,https://www.iproperty.com.my/property/amara-boulevard-and-service-residences-batu-caves-3965557,101.669762,"Amara Boulevard And Service Residences, Batu ..","RM 300,000",High,829 sq. ft.,Freehold
"Persiaran Indera, Bandar Puteri, Puchong, 47100, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.020098,https://www.iproperty.com.my/property/sri-cassia-puchong-4572062,101.626754,"Sri Cassia, Puchong","RM 378,000",High,850 sq. ft.,Freehold
"Jalan USJ 25/1, Subang Jaya, Selangor, 47650, Selangor","1 Bedroom(s),1 Bathroom(s)",3.02099,https://www.iproperty.com.my/property/the-square-%40-one-city-subang-jaya-4599956,101.581896,"The Square @ One City, Subang Jaya","RM 360,000",High,506 sq. ft.,Freehold
"Jalan USJ 25/1, Subang Jaya, Selangor, 47650, Selangor","1 Bedroom(s),1 Bathroom(s)",3.02023,https://www.iproperty.com.my/property/the-square-%40-one-city-subang-jaya-4632411,101.579541,"The Square @ One City, Subang Jaya","RM 375,000",High,549 sq. ft.,Freehold
"63000, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",2.925088,https://www.iproperty.com.my/property/serin-residency-cyberjaya-5571488,101.657381,"Serin Residency, Cyberjaya","RM 380,000",High,965 sq. ft.,Freehold
"Persiaran Setia Perdana, 40170, Selangor","Studio Bedroom(s),1 Bathroom(s),1 Parking Bay(s)",3.114548,https://www.iproperty.com.my/property/education-city-sentral-shah-alam-5235347,101.453676,"Education City Sentral, Setia Alam, Shah Alam","RM 320,000",High,502 sq. ft.,Freehold
"Persiaran Indera, Pusat Bandar Puchong, 47100 Puch, 47100, S...","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.026462,https://www.iproperty.com.my/property/desa-tanjung-puchong-5530472,101.628906,"Desa Tanjung, Puchong","RM 335,000",High,850 sq. ft.,Freehold
"Gombak, Batu Caves, Selangor, 68100, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.253582,https://www.iproperty.com.my/property/amara-boulevard-and-service-residences-batu-caves-5374188,101.669762,"Amara Boulevard And Service Residences, Batu ..","RM 310,000",High,829 sq. ft.,Freehold
"1Jalan PJU 3/23 Section 13, 41050, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.167653,https://www.iproperty.com.my/property/palm-spring-%40-damansara-petaling-jaya-5409586,101.598712,"Palm Spring @ Damansara, Kota Damansara, Peta..","RM 380,000",High,916 sq. ft.,Freehold
"Jalan Pahlawan 1, Bandar Mahkota Cheras, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",,https://www.iproperty.com.my/property/suria-residence-cheras-5241687,,"Suria Residence, Cheras South, Cheras","RM 328,000",High,"1,247 sq. ft.",Freehold
"Persiaran Seri Timah, Taman Seri Timah, 43300, Selangor","3 Bedroom(s),2 Bathroom(s)",3.023687,https://www.iproperty.com.my/property/juta-mines-balakong-5555920,101.729729,"Juta Mines, Balakong","RM 300,000",High,947 sq. ft.,Freehold
"Jalan Belimbing Indah, Taman Bukit Belimbing, 4330, 43300, S...","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.031841,https://www.iproperty.com.my/property/pangsapuri-belimbing-heights-serdang-5473242,101.729881,"Pangsapuri Belimbing Heights, Seri Kembangan,..","RM 330,000",High,956 sq. ft.,Freehold
"Jalan Setia Permai U13 40170 Shah Alam, 40170, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.127685,https://www.iproperty.com.my/property/seri-pinang-setia-alam-5548571,101.473513,"Seri Pinang, Shah Alam, Setia Alam","RM 300,000",High,850 sq. ft.,Freehold
"Prima Saujana Permai, 43000, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.01258,https://www.iproperty.com.my/property/pangsapuri-saujana-permai-kajang-5212480,101.811356,"Pangsapuri Saujana Permai, Mutiara Height ,Ka..","RM 300,000",High,"1,001 sq. ft.",Freehold
"Jalan Bukit Mutiara 4, Taman Bukit Mutiara, 43000, Selangor","3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.01258,https://www.iproperty.com.my/property/pangsapuri-saujana-permai-kajang-5263115,101.811356,"Pangsapuri Saujana Permai, Mutiara Height, Ka..","RM 320,000",High,"1,055 sq. ft.",Freehold
"Jln Prima 1, Persiaran Puchong Permai,, 47100, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",2.995244,https://www.iproperty.com.my/property/desa-impiana-puchong-5554792,101.593327,"Desa Impiana, Puchong","RM 370,000",High,"1,068 sq. ft.",Freehold
"Persiaran Multimedia, 63000, Selangor","1 Bedroom(s),1 Bathroom(s)",2.92162,https://www.iproperty.com.my/property/d%27pulze-cyberjaya-cyberjaya-4250566,101.651689,"D'pulze Cyberjaya, Cyberjaya","RM 320,000",High,558 sq. ft.,Freehold
"Jalan Puchong, Off Old Klang Road, 58200, Kuala Lumpur","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.068471,https://www.iproperty.com.my/property/oug-parklane-old-klang-road-2690619,101.656483,"Oug Parklane, Old Klang Road","RM 350,000",High,950 sq. ft.,Freehold
"USJ 19, Selangor","2 Bedroom(s),2 Bathroom(s)",3.032226,https://www.iproperty.com.my/property/rhythm-avenue-usj-19-usj-5266985,101.588699,"Rhythm Avenue Usj 19, Subang Jaya, Usj","RM 360,000",High,769 sq. ft.,Freehold
Selangor,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.045976,https://www.iproperty.com.my/property/green-suria-apartment-cheras-5211068,101.744935,"Green Suria Apartment, Bandar Tun Hussein Onn..","RM 345,000",High,"1,028 sq. ft.",Freehold
"Batu 9 Cheras, Selangor","1 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)",3.074683,https://www.iproperty.com.my/property/you-vista-cheras-5376785,101.768661,"You Vista, Batu 9Th Cheras, Cheras","RM 350,000",High,523 sq. ft.,Freehold
"Desa 1/16, Selangor","3 Bedroom(s),2 Bathroom(s)",3.375655,https://www.iproperty.com.my/property/2-sty-terrace-link-house-rawang-4559337,101.551437,"Bandar Country Home, Rawang","RM 348,000",High,"1,300 sq. ft.",Freehold
"68000, Selangor","Studio Bedroom(s),1 Bathroom(s),1 Parking Bay(s)",3.216109,https://www.iproperty.com.my/property/gaya-%40-melawati-ampang-5516986,101.748114,"Gaya @ Melawati, Pusat Bandar Melawati, Ampan..","RM 370,000",High,490 sq. ft.,Freehold
"Jalan PJS 11/7, Selangor","2+1 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.069763,https://www.iproperty.com.my/property/nadayu28-bandar-sunway-5561058,101.603303,"Nadayu28, Bandar Sunway","RM 340,000",High,800 sq. ft.,Freehold
"Prima Saujana Permai, 43000, Selangor","3 Bedroom(s),2 Bathroom(s)",3.01258,https://www.iproperty.com.my/property/pangsapuri-saujana-permai-kajang-4486031,101.811356,"Pangsapuri Saujana Permai, Mutiara Height, Ka..","RM 300,000",High,"1,001 sq. ft.",Freehold
"Jalan Gombak Sejahtera, 53000, Kuala Lumpur","2 Bedroom(s),1 Bathroom(s),1 Parking Bay(s)",3.19793,https://www.iproperty.com.my/property/mh-platinum-residences-setapak-5539107,101.705527,"Mh Platinum Residences, Setapak","RM 360,000",High,647 sq. ft.,Freehold
"Jalan USJ 21/10, Off LDP Highway, 47630, Selangor","2 Bedroom(s),1 Bathroom(s)",3.027898,https://www.iproperty.com.my/property/the-main-place-residence-subang-jaya-5190792,101.590147,"The Main Place Residence, Subang Jaya","RM 378,000",High,615 sq. ft.,Freehold
"Persiaran Meranti, PJU 9, 52200, Selangor","3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",3.188376,https://www.iproperty.com.my/property/sd-apartments-petaling-jaya-5556480,101.604308,"Sd Apartments, Bandar Sri Damansara, Petaling..","RM 328,000",High,811 sq. ft.,Freehold
